work_order_id,asset_id,location_id,problem_code,problem_description,created_date,closed_date,technician_id,priority,cost,resolution_code,asset_category,asset_age_category,resolution_hours,season_flag
WO-00698,ASSET-347,LOC-43,SEC-008,Camera offline,2024-01-24 02:00:00,2024-01-24 02:55:12,GN-189,Critical,435.07,REPLACED,General,mid,0.92,winter
WO-03542,ASSET-177,LOC-38,LAND-002,Landscape irrigation issue,2024-01-24 04:00:00,2024-01-24 06:40:48,BM-400,Low,357.07,,BMS,mid,2.68,winter
WO-01161,ASSET-104,LOC-07,ELEC-015,Generator warning alarm,2024-01-24 09:00:00,2024-01-24 12:40:48,GN-370,Critical,341.08,INSPECTED,General,mid,3.68,winter
WO-01620,ASSET-035,LOC-13,CUST-001,Tenant comfort complaint,2024-01-24 12:00:00,2024-01-24 16:07:12,BM-303,Medium,255.97,INSPECTED,BMS,new,4.12,winter
WO-02438,ASSET-256,LOC-47,PLMB-010,Restroom backup,2024-01-24 16:00:00,2024-01-24 16:34:48,,Low,257.12,REPLACED,Security,mid,0.58,winter
WO-02865,ASSET-279,LOC-31,LIFT-002,Door malfunction,2024-01-24 17:00:00,2024-01-24 20:30:00,EL-359,Low,555.95,INSPECTED,Electrical,old,3.5,winter
WO-02639,ASSET-468,LOC-41,CUST-001,Tenant comfort complaint,2024-01-24 22:00:00,2024-01-25 00:03:00,EL-628,Critical,473.74,RESET,Electrical,mid,2.05,winter
WO-01232,ASSET-283,LOC-33,WATR-006,Low pressure alert,2024-01-24 23:00:00,2024-01-25 00:56:24,SC-984,Medium,538.35,REPLACED,Security,mid,1.94,winter
WO-04647,ASSET-377,LOC-21,LIFT-005,Cabin leveling fault,2024-01-25 09:00:00,2024-01-25 09:30:00,LF-189,Medium,349.15,PATCHED,Lift,old,0.5,winter
WO-01482,ASSET-385,LOC-02,BMS-009,Setpoint drift,2024-01-25 10:00:00,2024-01-25 10:54:00,LF-320,Critical,647.46,REPLACED,Lift,mid,0.9,winter
WO-03264,ASSET-239,LOC-32,CUST-001,Tenant comfort complaint,2024-01-25 11:00:00,2024-01-25 15:04:12,GN-971,Critical,443.38,RESET,General,new,4.07,winter
WO-01441,ASSET-407,LOC-45,BMS-009,Setpoint drift,2024-01-25 14:00:00,2024-01-25 16:07:48,FR-540,Low,672.06,,Fire,old,2.13,winter
WO-01338,ASSET-288,LOC-31,PLMB-003,Drain clog,2024-01-25 15:00:00,2024-01-25 16:49:48,FR-724,Critical,116.35,PATCHED,Fire,mid,1.83,winter
WO-02826,ASSET-409,LOC-30,CUST-001,Tenant comfort complaint,2024-01-26 01:00:00,2024-01-26 05:01:12,GN-104,Low,480.55,INSPECTED,General,mid,4.02,winter
WO-03444,ASSET-003,LOC-20,ELEC-015,Generator warning alarm,2024-01-26 04:00:00,2024-01-26 06:30:00,BM-906,Medium,411.2,,BMS,new,2.5,winter
WO-03725,ASSET-356,LOC-47,HVAC-004,Compressor short cycling,2024-01-26 10:00:00,2024-01-26 12:55:48,PL-149,High,303.86,INSPECTED,Plumbing,old,2.93,winter
WO-01163,ASSET-229,LOC-24,IT-005,UPS battery alert,2024-01-26 12:00:00,2024-01-26 16:52:48,LF-588,Low,461.83,PATCHED,Lift,mid,4.88,winter
WO-01352,ASSET-309,LOC-34,HVAC-010,Airflow imbalance,2024-01-26 14:00:00,2024-01-26 14:53:24,LF-394,Medium,492.64,REPLACED,Lift,old,0.89,winter
WO-03411,ASSET-051,LOC-18,ELEC-015,Generator warning alarm,2024-01-26 15:00:00,2024-01-26 17:09:36,SC-906,Medium,515.97,REPLACED,Security,mid,2.16,winter
WO-01087,ASSET-029,LOC-08,BMS-003,Sensor communication fault,2024-01-26 16:00:00,2024-01-26 19:37:48,SC-407,Critical,290.49,INSPECTED,Security,new,3.63,winter
WO-04191,ASSET-134,LOC-21,SEC-004,Access reader failure,2024-01-26 18:00:00,2024-01-26 22:39:00,EL-158,Low,324.23,PATCHED,Electrical,old,4.65,winter
WO-02495,ASSET-254,LOC-45,GEN-001,General handyman request,2024-01-26 22:00:00,2024-01-27 01:10:12,FR-194,High,555.07,PATCHED,Fire,mid,3.17,winter
WO-01128,ASSET-414,LOC-21,WATR-006,Low pressure alert,2024-01-27 03:00:00,2024-01-27 05:01:48,LF-623,High,371.2,REPLACED,Lift,mid,2.03,winter
WO-04478,ASSET-439,LOC-01,BMS-009,Setpoint drift,2024-01-27 06:00:00,2024-01-27 11:04:48,PL-218,Low,654.0,REPLACED,Plumbing,old,5.08,winter
WO-02246,ASSET-251,LOC-16,LIFT-008,Control panel reset,2024-01-27 19:00:00,2024-01-27 21:27:00,SC-322,Medium,453.94,REPLACED,Security,old,2.45,winter
WO-00433,ASSET-133,LOC-27,BMS-009,Setpoint drift,2024-01-27 20:00:00,2024-01-27 23:33:36,BM-514,Critical,422.24,RESET,BMS,old,3.56,winter
WO-04546,ASSET-055,LOC-49,FIRE-006,Suppression valve issue,2024-01-28 02:00:00,2024-01-28 05:49:48,HV-184,High,318.41,REPLACED,HVAC,old,3.83,winter
WO-00785,ASSET-333,LOC-16,BMS-009,Setpoint drift,2024-01-28 06:00:00,2024-01-28 07:24:36,EL-546,Medium,319.46,RESET,Electrical,mid,1.41,winter
WO-02716,ASSET-211,LOC-33,HVAC-004,Compressor short cycling,2024-01-28 06:00:00,2024-01-28 07:59:24,FR-562,Low,377.2,,Fire,mid,1.99,winter
WO-00642,ASSET-065,LOC-33,BMS-009,Setpoint drift,2024-01-28 09:00:00,2024-01-28 11:42:36,PL-178,High,479.69,PATCHED,Plumbing,new,2.71,winter
WO-03407,ASSET-235,LOC-43,IT-005,UPS battery alert,2024-01-28 17:00:00,2024-01-28 20:52:48,FR-618,High,472.78,,Fire,new,3.88,winter
WO-00033,ASSET-004,LOC-04,PLMB-003,Drain clog,2024-01-29 00:00:00,2024-01-29 02:55:48,BM-165,High,565.7,INSPECTED,BMS,mid,2.93,winter
WO-02802,ASSET-150,LOC-15,WATR-002,Pump cavitation,2024-01-29 00:00:00,2024-01-29 02:58:48,PL-420,Medium,446.26,,Plumbing,mid,2.98,winter
WO-00041,ASSET-005,LOC-05,PLMB-007,Pipe leak,2024-01-29 00:00:00,2024-01-29 02:46:12,HV-482,High,545.21,RESET,HVAC,new,2.77,winter
WO-03815,ASSET-115,LOC-29,BMS-009,Setpoint drift,2024-01-29 05:00:00,2024-01-29 09:10:48,FR-682,Medium,446.03,RESET,Fire,mid,4.18,winter
WO-03644,ASSET-259,LOC-10,PARK-004,Barrier gate fault,2024-01-29 06:00:00,2024-01-29 07:57:36,EL-541,Critical,183.34,REPLACED,Electrical,mid,1.96,winter
WO-03643,ASSET-259,LOC-10,PARK-004,Barrier gate fault,2024-01-29 06:00:00,2024-01-29 07:57:36,EL-541,Critical,183.34,REPLACED,Electrical,mid,1.96,winter
WO-02104,ASSET-076,LOC-12,GEN-005,Furniture repair,2024-01-29 07:00:00,2024-01-29 08:48:36,BM-588,Medium,338.26,INSPECTED,BMS,old,1.81,winter
WO-02603,ASSET-239,LOC-27,BMS-009,Setpoint drift,2024-01-29 07:00:00,2024-01-29 09:01:12,SC-670,Critical,308.22,PATCHED,Security,new,2.02,winter
WO-02547,ASSET-250,LOC-44,SEC-008,Camera offline,2024-01-29 08:00:00,2024-01-29 12:37:12,LF-717,Medium,303.09,INSPECTED,Lift,old,4.62,winter
WO-03358,ASSET-053,LOC-16,HVAC-001,Cooling failure,2024-01-29 12:00:00,2024-01-29 16:16:12,GN-854,Critical,344.09,,General,new,4.27,winter
WO-04963,ASSET-078,LOC-37,ELEC-007,Circuit trip,2024-01-29 14:00:00,2024-01-29 16:38:24,GN-743,Critical,195.83,RESET,General,old,2.64,winter
WO-01082,ASSET-046,LOC-49,HVAC-001,Cooling failure,2024-01-29 17:00:00,2024-01-29 18:58:12,SC-243,High,569.85,REPLACED,Security,old,1.97,winter
WO-00400,ASSET-486,LOC-37,ROOF-003,Roof drain blockage,2024-01-29 22:00:00,2024-01-29 23:47:24,FR-677,Medium,395.83,,Fire,new,1.79,winter
WO-03800,ASSET-164,LOC-19,LIFT-005,Cabin leveling fault,2024-01-30 01:00:00,2024-01-30 03:31:12,HV-459,Low,658.36,INSPECTED,HVAC,new,2.52,winter
WO-02848,ASSET-135,LOC-49,ELEC-007,Circuit trip,2024-01-30 04:00:00,2024-01-30 08:40:12,SC-219,Critical,101.94,,Security,new,4.67,winter
WO-01836,ASSET-035,LOC-40,ELEC-011,Lighting panel fault,2024-01-30 08:00:00,2024-01-30 09:10:48,BM-496,Critical,686.36,REPLACED,BMS,new,1.18,winter
WO-04942,ASSET-428,LOC-33,WATR-006,Low pressure alert,2024-01-30 11:00:00,2024-01-30 11:49:48,HV-973,High,134.1,PATCHED,HVAC,old,0.83,winter
WO-01988,ASSET-025,LOC-35,HVAC-004,Compressor short cycling,2024-01-30 22:00:00,2024-01-31 00:06:36,PL-709,High,532.48,INSPECTED,Plumbing,new,2.11,winter
WO-01097,ASSET-358,LOC-29,LIFT-005,Cabin leveling fault,2024-01-31 05:00:00,2024-01-31 08:49:48,PL-486,Medium,501.24,,Plumbing,old,3.83,winter
WO-03503,ASSET-206,LOC-21,LIFT-002,Door malfunction,2024-01-31 05:00:00,2024-01-31 10:04:12,HV-165,Low,349.95,INSPECTED,HVAC,old,5.07,winter
WO-02173,ASSET-498,LOC-06,ROOF-003,Roof drain blockage,2024-01-31 06:00:00,2024-01-31 09:15:36,LF-790,Medium,459.35,PATCHED,Lift,mid,3.26,winter
WO-00583,ASSET-078,LOC-22,ELEC-015,Generator warning alarm,2024-01-31 17:00:00,2024-01-31 21:06:36,LF-502,Medium,437.7,RESET,Lift,old,4.11,winter
WO-02319,ASSET-363,LOC-12,IT-002,Network cabinet overheat,2024-01-31 18:00:00,2024-01-31 21:07:48,SC-219,Medium,509.18,INSPECTED,Security,mid,3.13,winter
WO-03513,ASSET-341,LOC-28,ELEC-011,Lighting panel fault,2024-01-31 19:00:00,2024-01-31 21:55:48,SC-300,High,413.39,INSPECTED,Security,mid,2.93,winter
WO-00049,ASSET-006,LOC-06,PLMB-010,Restroom backup,2024-02-01 00:00:00,2024-02-01 01:42:36,PL-652,Medium,575.12,CLEANED,Plumbing,old,1.71,winter
WO-01968,ASSET-219,LOC-24,STRC-001,Door closer failure,2024-02-01 03:00:00,2024-02-01 04:13:12,LF-804,Low,383.03,RESET,Lift,new,1.22,winter
WO-04107,ASSET-232,LOC-09,HVAC-010,Airflow imbalance,2024-02-01 06:00:00,2024-02-01 07:50:24,SC-119,Critical,528.18,PATCHED,Security,old,1.84,winter
WO-02378,ASSET-222,LOC-29,PLMB-003,Drain clog,2024-02-01 11:00:00,2024-02-01 11:30:00,FR-456,Critical,274.96,REPLACED,Fire,mid,0.5,winter
WO-04825,ASSET-375,LOC-25,STRC-004,Ceiling tile leak stain,2024-02-01 12:00:00,2024-02-01 16:51:00,BM-214,High,420.88,REPLACED,BMS,old,4.85,winter
WO-03117,ASSET-263,LOC-15,CUST-001,Tenant comfort complaint,2024-02-01 17:00:00,2024-02-01 17:30:00,GN-371,Medium,246.41,INSPECTED,General,mid,0.5,winter
WO-04535,ASSET-385,LOC-09,FIRE-002,Detector false alarm,2024-02-01 21:00:00,2024-02-02 00:40:48,LF-902,Critical,625.4,INSPECTED,Lift,new,3.68,winter
WO-03378,ASSET-143,LOC-47,ELEC-015,Generator warning alarm,2024-02-01 21:00:00,2024-02-01 23:52:48,HV-498,High,490.24,PATCHED,HVAC,new,2.88,winter
WO-02385,ASSET-020,LOC-47,ELEC-015,Generator warning alarm,2024-02-02 00:00:00,2024-02-02 02:42:00,PL-869,High,419.41,INSPECTED,Plumbing,old,2.7,winter
WO-02055,ASSET-113,LOC-04,BMS-003,Sensor communication fault,2024-02-02 01:00:00,2024-02-02 01:30:00,EL-370,Critical,343.05,INSPECTED,Electrical,new,0.5,winter
WO-01195,ASSET-244,LOC-09,SEC-004,Access reader failure,2024-02-02 03:00:00,2024-02-02 04:46:12,EL-578,High,381.85,PATCHED,Electrical,old,1.77,winter
WO-04834,ASSET-378,LOC-08,ELEC-011,Lighting panel fault,2024-02-02 03:00:00,2024-02-02 04:50:24,PL-164,Critical,247.06,PATCHED,Plumbing,new,1.84,winter
WO-00916,ASSET-155,LOC-44,BMS-009,Setpoint drift,2024-02-02 04:00:00,2024-02-02 08:03:36,PL-661,Critical,569.22,REPLACED,Plumbing,mid,4.06,winter
WO-01961,ASSET-493,LOC-30,FIRE-002,Detector false alarm,2024-02-02 05:00:00,2024-02-02 07:51:36,EL-140,Critical,303.86,INSPECTED,Electrical,mid,2.86,winter
WO-04646,ASSET-277,LOC-16,PLMB-010,Restroom backup,2024-02-02 21:00:00,2024-02-02 22:58:12,FR-846,High,603.39,RESET,Fire,old,1.97,winter
WO-03740,ASSET-458,LOC-33,PARK-004,Barrier gate fault,2024-02-03 05:00:00,2024-02-03 11:51:00,EL-118,Low,376.3,INSPECTED,Electrical,mid,6.85,winter
WO-00644,ASSET-305,LOC-10,HVAC-010,Airflow imbalance,2024-02-03 10:00:00,2024-02-03 12:25:12,EL-957,Critical,679.21,INSPECTED,Electrical,mid,2.42,winter
WO-04671,ASSET-432,LOC-25,FIRE-002,Detector false alarm,2024-02-03 18:00:00,2024-02-03 21:07:12,GN-250,High,549.23,REPLACED,General,old,3.12,winter
WO-01224,ASSET-324,LOC-32,LAND-002,Landscape irrigation issue,2024-02-03 21:00:00,2024-02-04 02:56:24,PL-674,High,327.7,RESET,Plumbing,new,5.94,winter
WO-01236,ASSET-444,LOC-34,STRC-004,Ceiling tile leak stain,2024-02-03 21:00:00,2024-02-04 01:12:00,SC-581,Critical,551.06,RESET,Security,mid,4.2,winter
WO-01027,ASSET-109,LOC-15,LIFT-002,Door malfunction,2024-02-03 21:00:00,2024-02-03 22:54:36,SC-895,Critical,467.13,,Security,mid,1.91,winter
WO-01099,ASSET-185,LOC-50,PARK-004,Barrier gate fault,2024-02-04 04:00:00,2024-02-04 09:57:36,HV-517,Low,457.51,PATCHED,HVAC,new,5.96,winter
WO-04790,ASSET-015,LOC-40,ROOF-003,Roof drain blockage,2024-02-04 07:00:00,2024-02-04 08:00:36,GN-570,Low,530.94,,General,mid,1.01,winter
WO-01442,ASSET-035,LOC-05,FIRE-006,Suppression valve issue,2024-02-04 08:00:00,2024-02-04 11:07:12,SC-189,High,440.19,PATCHED,Security,mid,3.12,winter
WO-04211,ASSET-299,LOC-07,GEN-001,General handyman request,2024-02-04 11:00:00,2024-02-04 15:40:12,PL-582,Low,414.99,REPLACED,Plumbing,old,4.67,winter
WO-01135,ASSET-038,LOC-09,HVAC-001,Cooling failure,2024-02-04 13:00:00,2024-02-04 17:04:48,EL-627,Critical,85.0,INSPECTED,Electrical,mid,4.08,winter
WO-02606,ASSET-183,LOC-47,LIFT-008,Control panel reset,2024-02-04 13:00:00,2024-02-04 17:08:24,SC-618,Medium,405.27,REPLACED,Security,old,4.14,winter
WO-03400,ASSET-289,LOC-33,SEC-008,Camera offline,2024-02-04 14:00:00,2024-02-04 18:23:24,SC-853,High,403.92,,Security,mid,4.39,winter
WO-01800,ASSET-462,LOC-50,CUST-001,Tenant comfort complaint,2024-02-04 17:00:00,2024-02-04 21:08:24,FR-432,Low,545.59,RESET,Fire,mid,4.14,winter
WO-03602,ASSET-358,LOC-24,PARK-004,Barrier gate fault,2024-02-04 22:00:00,2024-02-05 00:57:00,PL-708,High,352.27,INSPECTED,Plumbing,old,2.95,winter
WO-04920,ASSET-284,LOC-44,BMS-003,Sensor communication fault,2024-02-05 00:00:00,2024-02-05 03:12:00,EL-823,High,491.2,REPLACED,Electrical,old,3.2,winter
WO-00061,ASSET-007,LOC-07,ELEC-007,Circuit trip,2024-02-05 00:00:00,2024-02-05 01:53:24,EL-533,High,673.07,INSPECTED,Electrical,mid,1.89,winter
WO-00655,ASSET-398,LOC-29,HVAC-010,Airflow imbalance,2024-02-05 02:00:00,2024-02-05 03:42:00,BM-119,Critical,265.54,REPLACED,BMS,old,1.7,winter
WO-03705,ASSET-160,LOC-16,IT-002,Network cabinet overheat,2024-02-05 04:00:00,2024-02-05 07:00:00,FR-173,Critical,633.77,REPLACED,Fire,old,3.0,winter
WO-04736,ASSET-430,LOC-22,PARK-004,Barrier gate fault,2024-02-05 07:00:00,2024-02-05 10:32:24,HV-856,Critical,309.0,,HVAC,new,3.54,winter
WO-03829,ASSET-303,LOC-46,LIFT-008,Control panel reset,2024-02-05 08:00:00,2024-02-05 12:04:12,LF-661,Low,134.14,PATCHED,Lift,old,4.07,winter
WO-04734,ASSET-319,LOC-38,PLMB-007,Pipe leak,2024-02-05 09:00:00,2024-02-05 12:33:36,FR-117,Low,437.39,REPLACED,Fire,old,3.56,winter
WO-01436,ASSET-111,LOC-40,LIFT-002,Door malfunction,2024-02-05 10:00:00,2024-02-05 12:20:24,GN-520,Low,252.76,RESET,General,old,2.34,winter
WO-03716,ASSET-172,LOC-43,STRC-001,Door closer failure,2024-02-05 12:00:00,2024-02-05 15:23:24,EL-454,Low,362.24,PATCHED,Electrical,new,3.39,winter
WO-03614,ASSET-132,LOC-26,ELEC-007,Circuit trip,2024-02-05 14:00:00,2024-02-05 17:28:48,FR-551,Medium,460.24,PATCHED,Fire,old,3.48,winter
WO-04176,ASSET-415,LOC-47,STRC-004,Ceiling tile leak stain,2024-02-06 11:00:00,2024-02-06 14:49:48,PL-446,Low,493.5,REPLACED,Plumbing,new,3.83,winter
WO-04452,ASSET-494,LOC-21,PLMB-003,Drain clog,2024-02-06 12:00:00,2024-02-06 14:58:48,SC-110,High,181.77,INSPECTED,Security,new,2.98,winter
WO-00954,ASSET-030,LOC-23,PARK-004,Barrier gate fault,2024-02-06 14:00:00,2024-02-06 15:43:12,GN-106,Critical,85.0,,General,mid,1.72,winter
WO-02780,ASSET-301,LOC-06,IT-005,UPS battery alert,2024-02-06 15:00:00,2024-02-06 18:43:12,PL-964,Medium,421.98,PATCHED,Plumbing,new,3.72,winter
WO-01831,ASSET-142,LOC-46,ELEC-007,Circuit trip,2024-02-06 20:00:00,2024-02-07 00:08:24,HV-812,Medium,610.5,REPLACED,HVAC,new,4.14,winter
WO-01637,ASSET-047,LOC-23,STRC-001,Door closer failure,2024-02-06 22:00:00,2024-02-07 00:06:00,GN-283,Medium,204.02,,General,mid,2.1,winter
WO-02293,ASSET-162,LOC-18,GEN-005,Furniture repair,2024-02-06 22:00:00,2024-02-07 02:29:24,SC-993,Critical,311.59,RESET,Security,old,4.49,winter
WO-02559,ASSET-125,LOC-31,LIFT-002,Door malfunction,2024-02-07 01:00:00,2024-02-07 04:44:24,HV-788,Medium,431.19,,HVAC,mid,3.74,winter
WO-02823,ASSET-330,LOC-22,HVAC-001,Cooling failure,2024-02-07 02:00:00,2024-02-07 04:57:36,SC-402,Critical,305.4,RESET,Security,new,2.96,winter
WO-01022,ASSET-216,LOC-45,IT-002,Network cabinet overheat,2024-02-07 06:00:00,2024-02-07 09:28:12,LF-659,Medium,343.51,,Lift,mid,3.47,winter
WO-04770,ASSET-345,LOC-19,GEN-001,General handyman request,2024-02-07 12:00:00,2024-02-07 16:54:00,GN-670,Medium,527.42,PATCHED,General,new,4.9,winter
WO-03777,ASSET-356,LOC-38,HVAC-010,Airflow imbalance,2024-02-07 15:00:00,2024-02-07 15:30:00,EL-719,Critical,328.17,,Electrical,old,0.5,winter
WO-03736,ASSET-139,LOC-41,ELEC-011,Lighting panel fault,2024-02-07 16:00:00,2024-02-07 19:56:24,FR-935,High,565.22,REPLACED,Fire,old,3.94,winter
WO-04067,ASSET-039,LOC-19,GEN-001,General handyman request,2024-02-07 18:00:00,2024-02-07 20:22:48,,Low,622.16,,Security,new,2.38,winter
WO-00073,ASSET-008,LOC-08,ELEC-011,Lighting panel fault,2024-02-08 00:00:00,2024-02-08 02:00:36,LF-533,Medium,691.31,INSPECTED,Lift,new,2.01,winter
WO-02312,ASSET-170,LOC-36,WATR-002,Pump cavitation,2024-02-08 04:00:00,2024-02-08 04:58:48,PL-477,High,346.65,REPLACED,Plumbing,new,0.98,winter
WO-00421,ASSET-074,LOC-40,ELEC-015,Generator warning alarm,2024-02-08 05:00:00,2024-02-08 08:42:36,SC-723,Critical,669.83,RESET,Security,mid,3.71,winter
WO-03427,ASSET-132,LOC-16,PLMB-010,Restroom backup,2024-02-08 07:00:00,2024-02-08 08:42:00,PL-156,Medium,665.75,RESET,Plumbing,old,1.7,winter
WO-01006,ASSET-350,LOC-30,PLMB-010,Restroom backup,2024-02-08 09:00:00,2024-02-08 12:35:24,EL-180,Low,405.35,REPLACED,Electrical,new,3.59,winter
WO-02146,ASSET-205,LOC-08,FIRE-002,Detector false alarm,2024-02-08 10:00:00,2024-02-08 15:09:36,BM-801,Critical,360.89,RESET,BMS,mid,5.16,winter
WO-04413,ASSET-430,LOC-07,LAND-002,Landscape irrigation issue,2024-02-08 13:00:00,2024-02-08 14:13:12,GN-856,Medium,211.74,INSPECTED,General,new,1.22,winter
WO-03861,ASSET-329,LOC-23,WATR-006,Low pressure alert,2024-02-08 18:00:00,2024-02-08 18:30:00,GN-288,Critical,639.92,,General,mid,0.5,winter
WO-01642,ASSET-086,LOC-18,STRC-004,Ceiling tile leak stain,2024-02-09 00:00:00,2024-02-09 02:21:36,PL-654,Medium,683.09,PATCHED,Plumbing,mid,2.36,winter
WO-04015,ASSET-448,LOC-42,LAND-002,Landscape irrigation issue,2024-02-09 02:00:00,2024-02-09 04:41:24,SC-272,Low,153.27,INSPECTED,Security,old,2.69,winter
WO-00900,ASSET-100,LOC-49,FIRE-002,Detector false alarm,2024-02-09 03:00:00,2024-02-09 07:05:24,EL-546,High,614.06,PATCHED,Electrical,old,4.09,winter
WO-02366,ASSET-437,LOC-27,SEC-004,Access reader failure,2024-02-09 04:00:00,2024-02-09 08:07:48,SC-221,Critical,404.98,,Security,new,4.13,winter
WO-01514,ASSET-203,LOC-17,STRC-004,Ceiling tile leak stain,2024-02-09 07:00:00,2024-02-09 11:49:12,BM-104,Medium,530.03,RESET,BMS,new,4.82,winter
WO-02192,ASSET-310,LOC-50,FIRE-002,Detector false alarm,2024-02-09 12:00:00,2024-02-09 14:56:24,GN-739,Critical,236.34,PATCHED,General,old,2.94,winter
WO-02506,ASSET-154,LOC-22,PLMB-007,Pipe leak,2024-02-09 21:00:00,2024-02-09 23:58:12,HV-123,Medium,193.84,,HVAC,new,2.97,winter
WO-01368,ASSET-243,LOC-25,PARK-004,Barrier gate fault,2024-02-10 04:00:00,2024-02-10 07:07:48,SC-588,Medium,533.05,RESET,Security,old,3.13,winter
WO-02367,ASSET-063,LOC-50,LIFT-002,Door malfunction,2024-02-10 07:00:00,2024-02-10 11:36:00,EL-305,High,421.28,,Electrical,old,4.6,winter
WO-00450,ASSET-219,LOC-48,LIFT-008,Control panel reset,2024-02-10 09:00:00,2024-02-10 09:30:00,FR-218,Low,147.36,RESET,Fire,new,0.5,winter
WO-01309,ASSET-437,LOC-30,STRC-001,Door closer failure,2024-02-10 11:00:00,2024-02-10 14:48:36,GN-687,Low,534.08,INSPECTED,General,old,3.81,winter
WO-00176,ASSET-310,LOC-17,IT-002,Network cabinet overheat,2024-02-10 13:00:00,2024-02-10 16:40:48,FR-126,Low,555.45,REPLACED,Fire,old,3.68,winter
WO-01587,ASSET-371,LOC-05,LAND-002,Landscape irrigation issue,2024-02-10 13:00:00,2024-02-10 17:17:24,HV-185,Critical,401.77,PATCHED,HVAC,mid,4.29,winter
WO-02039,ASSET-115,LOC-37,PLMB-010,Restroom backup,2024-02-10 16:00:00,2024-02-10 17:57:00,PL-640,Critical,396.11,PATCHED,Plumbing,mid,1.95,winter
WO-01501,ASSET-405,LOC-11,HVAC-001,Cooling failure,2024-02-10 19:00:00,2024-02-10 22:21:00,LF-500,Critical,470.88,RESET,Lift,mid,3.35,winter
WO-02936,ASSET-048,LOC-13,LAND-002,Landscape irrigation issue,2024-02-10 21:00:00,2024-02-10 23:42:00,FR-344,Critical,207.31,,Fire,new,2.7,winter
WO-03721,ASSET-002,LOC-07,STRC-004,Ceiling tile leak stain,2024-02-10 23:00:00,2024-02-11 01:37:48,PL-376,Low,494.06,REPLACED,Plumbing,old,2.63,winter
WO-00085,ASSET-009,LOC-09,ELEC-015,Generator warning alarm,2024-02-11 00:00:00,2024-02-11 02:24:36,BM-568,High,753.17,RESET,BMS,old,2.41,winter
WO-03029,ASSET-287,LOC-19,LAND-002,Landscape irrigation issue,2024-02-11 08:00:00,2024-02-11 09:54:00,BM-192,High,192.52,REPLACED,BMS,old,1.9,winter
WO-03236,ASSET-378,LOC-32,GEN-001,General handyman request,2024-02-11 23:00:00,2024-02-12 04:29:24,PL-144,Low,431.67,PATCHED,Plumbing,new,5.49,winter
WO-01684,ASSET-229,LOC-09,WATR-006,Low pressure alert,2024-02-12 03:00:00,2024-02-12 05:45:00,HV-840,High,542.26,,HVAC,mid,2.75,winter
WO-00910,ASSET-193,LOC-39,ELEC-007,Circuit trip,2024-02-12 03:00:00,2024-02-12 06:19:12,HV-632,High,112.65,INSPECTED,HVAC,mid,3.32,winter
WO-02153,ASSET-228,LOC-20,LIFT-002,Door malfunction,2024-02-12 05:00:00,2024-02-12 08:42:36,LF-373,High,715.06,RESET,Lift,mid,3.71,winter
WO-04675,ASSET-256,LOC-04,PLMB-003,Drain clog,2024-02-12 08:00:00,2024-02-12 14:15:36,PL-625,Medium,173.92,,Plumbing,new,6.26,winter
WO-03994,ASSET-043,LOC-05,GEN-005,Furniture repair,2024-02-12 08:00:00,2024-02-12 10:59:24,GN-949,Low,149.37,RESET,General,mid,2.99,winter
WO-04603,ASSET-467,LOC-41,PARK-004,Barrier gate fault,2024-02-12 12:00:00,2024-02-12 15:43:12,SC-216,High,104.6,,Security,old,3.72,winter
WO-01140,ASSET-221,LOC-34,PARK-004,Barrier gate fault,2024-02-12 23:00:00,2024-02-13 02:22:48,LF-384,High,388.8,RESET,Lift,mid,3.38,winter
WO-00351,ASSET-218,LOC-07,BMS-003,Sensor communication fault,2024-02-12 23:00:00,2024-02-13 01:00:36,LF-853,Medium,387.82,PATCHED,Lift,new,2.01,winter
WO-01700,ASSET-127,LOC-04,BMS-003,Sensor communication fault,2024-02-13 13:00:00,2024-02-13 14:16:48,PL-573,Medium,326.58,PATCHED,Plumbing,new,1.28,winter
WO-02005,ASSET-242,LOC-32,PLMB-007,Pipe leak,2024-02-13 21:00:00,2024-02-14 00:36:36,LF-286,Critical,379.39,RESET,Lift,new,3.61,winter
WO-02786,ASSET-056,LOC-03,IT-005,UPS battery alert,2024-02-13 23:00:00,2024-02-14 01:09:00,HV-180,High,555.82,INSPECTED,HVAC,old,2.15,winter
WO-04003,ASSET-117,LOC-29,LIFT-005,Cabin leveling fault,2024-02-14 02:00:00,2024-02-14 04:30:00,PL-785,Critical,157.98,REPLACED,Plumbing,mid,2.5,winter
WO-01625,ASSET-146,LOC-04,FIRE-006,Suppression valve issue,2024-02-14 03:00:00,2024-02-14 04:02:24,BM-342,Critical,124.94,REPLACED,BMS,old,1.04,winter
WO-00249,ASSET-162,LOC-20,PARK-004,Barrier gate fault,2024-02-14 06:00:00,2024-02-14 06:49:12,HV-627,Critical,366.3,,HVAC,mid,0.82,winter
WO-01551,ASSET-274,LOC-48,BMS-003,Sensor communication fault,2024-02-14 06:00:00,2024-02-14 10:51:00,SC-174,Low,282.85,,Security,mid,4.85,winter
WO-04317,ASSET-162,LOC-14,HVAC-001,Cooling failure,2024-02-14 17:00:00,2024-02-14 20:28:12,BM-298,High,459.39,REPLACED,BMS,new,3.47,winter
WO-04044,ASSET-048,LOC-39,BMS-003,Sensor communication fault,2024-02-14 18:00:00,2024-02-14 21:43:48,HV-916,Medium,148.55,PATCHED,HVAC,mid,3.73,winter
